event_id_cnty,event_date,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,country,admin1,admin2,location,latitude,longitude,geo_precision,source_scale,fatalities
CHI9495,2022-10-12,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Biobio,Concepcion,Lota,-37.0899,-73.1577,1,Subnational,0
CHI9520,2022-10-20,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Palena,Chaiten,-42.9173,-72.7059,1,Subnational,0
CHI9512,2022-10-18,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile); Labor Group (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9517,2022-10-19,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Palena,Chaiten,-42.9173,-72.7059,1,Subnational,0
CHI9508,2022-10-14,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9524,2022-10-17,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Valparaiso,Marga Marga,Quilpue,-33.0488,-71.4412,1,Subnational,0
CHI9514,2022-10-18,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Marga Marga,Villa Alemana,-33.051,-71.3941,1,Subnational,0
CHI9525,2022-10-17,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI9516,2022-10-18,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI9546,2022-10-18,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9528,2022-10-18,1,Riots,Violent demonstration,Rioters (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9522,2022-10-17,1,Riots,Violent demonstration,Rioters (Chile),Fishers (Chile),,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9526,2022-10-18,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9518,2022-10-19,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9549,2022-10-21,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9523,2022-10-17,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9515,2022-10-18,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,Cartagena,-33.5538,-71.6076,1,Subnational,0
CHI9511,2022-10-17,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9550,2022-10-20,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,1,National,0
CHI9567,2022-10-27,1,Riots,Mob violence,Rioters (Chile),Mapuche Indigenous Group (Chile),Civilians (Chile),Farmers (Chile),Chile,Los Lagos,Llanquihue,Frutillar,-41.1122,-73.0504,1,Subnational,0
CHI9557,2022-10-24,1,Protests,Peaceful protest,Protesters (Chile),FENATS: National Federation of Health Workers; Health Workers (Chile),,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI9566,2022-10-27,1,Riots,Mob violence,Rioters (International),,Police Forces of Chile (2022-),,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,National,0
CHI9558,2022-10-25,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,San Pedro de la Paz,-36.8306,-73.1164,1,Subnational,0
CHI9222,2022-08-01,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,El Quisco,-33.4008,-71.6947,1,Subnational,0
CHI9578,2022-10-30,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Curacautin,-38.4407,-71.8882,1,Subnational,0
CHI9582,2022-11-02,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI9587,2022-11-03,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Biobio,Arauco,San Miguel,-37.9162,-73.3978,1,Subnational,0
CHI9588,2022-11-03,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9575,2022-09-16,1,Protests,Peaceful protest,Protesters (Chile),Fishers (Chile),,,Chile,Biobio,Concepcion,Lenga,-36.7674,-73.1763,1,Subnational,0
CHI9584,2022-11-02,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Teachers (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9573,2022-09-05,1,Protests,Protest with intervention,Protesters (Chile),Labor Group (Chile); Protesters (Venezuela); Labor Group (Venezuela),Police Forces of Chile (2022-),,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9571,2022-09-02,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9572,2022-09-05,1,Protests,Peaceful protest,Protesters (Chile),Team Patriota (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9574,2022-09-07,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9576,2022-09-16,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9570,2022-09-01,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9619,2022-11-09,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Hualpen,-36.7891,-73.1017,1,Subnational,0
CHI9613,2022-11-06,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9624,2022-11-11,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9617,2022-11-08,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); FENATS: National Federation of Health Workers,,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9628,2022-11-07,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),Military Forces of Chile (2022-),Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9620,2022-11-09,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); Independent Politicians (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9615,2022-11-07,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9626,2022-11-11,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9636,2022-11-15,1,Protests,Peaceful protest,Protesters (Chile),CONFUSAM: National Confederation of Municipal Health Officials of Chile; Health Workers (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9654,2022-11-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9648,2022-11-15,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI9632,2022-11-15,1,Protests,Peaceful protest,Protesters (Chile),CONFUSAM: National Confederation of Municipal Health Officials of Chile; Health Workers (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9651,2022-11-17,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9656,2022-11-13,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,Tocopilla,Tocopilla,-22.0855,-70.193,1,Subnational,0
CHI9641,2022-11-15,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,2,National,0
CHI9645,2022-11-14,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9655,2022-11-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9634,2022-11-16,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9660,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,National,0
CHI9665,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Antofagasta,Tocopilla,Tocopilla,-22.0855,-70.193,1,National,0
CHI9722,2022-11-23,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Metropolitana,Maipo,Paine,-33.8084,-70.7346,1,National,0
CHI9748,2022-11-23,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Valparaiso,Valparaiso,Placilla,-33.1137,-71.5637,1,National,0
CHI9703,2022-11-17,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9705,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9707,2022-11-23,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Teachers (Chile),,,Chile,Los Lagos,Palena,Hualaihue,-42.0999,-72.4172,1,Subnational,0
CHI9697,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Los Lagos,Chiloe,Ancud,-41.8676,-73.8279,1,Subnational,0
CHI9699,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Los Lagos,Chiloe,Quellon,-43.117,-73.6147,1,Subnational,0
CHI9696,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Los Lagos,Chiloe,Quellon,-43.117,-73.6147,1,Subnational,0
CHI9706,2022-11-22,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Teachers (Chile),,,Chile,Los Lagos,Palena,Hualaihue,-42.0999,-72.4172,1,Subnational,0
CHI9694,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Los Lagos,Chiloe,Ancud,-41.8676,-73.8279,1,Subnational,0
CHI9702,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Los Lagos,Llanquihue,Puerto Varas,-41.3168,-72.9853,1,Subnational,0
CHI9752,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Valparaiso,Valparaiso,Lo Vasquez,-33.2568,-71.439,1,Subnational,0
CHI9739,2022-11-22,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Valparaiso,Marga Marga,Olmue,-32.9958,-71.1914,1,Subnational,0
CHI9745,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Valparaiso,San Antonio,Algarrobo,-33.3701,-71.6635,2,Subnational,0
CHI9747,2022-11-19,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI9682,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9679,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI9683,2022-11-25,1,Protests,Protest with intervention,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,Police Forces of Chile (2022-),,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,2,Subnational,0
CHI9681,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,2,Subnational,0
CHI9738,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9662,2022-11-24,1,Protests,Protest with intervention,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,Police Forces of Chile (2022-),,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,2,Subnational,0
CHI9666,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Antofagasta,Tocopilla,Tocopilla,-22.0855,-70.193,1,Subnational,0
CHI9736,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Tarapaca,Iquique,Bajo Molle,-20.2986,-70.1331,1,National,0
CHI9721,2022-11-22,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Metropolitana,Maipo,Paine,-33.8084,-70.7346,1,National,0
CHI9734,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Tarapaca,Iquique,Alto Hospicio,-20.2508,-70.1097,1,National,0
CHI9735,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Tarapaca,Iquique,Alto Los Verdes,-20.4319,-70.152,1,National,0
CHI9744,2022-11-22,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9661,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9756,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Fuerza del Norte Transporters Union,,,Chile,Los Lagos,Llanquihue,Trapen,-41.5175,-73.0882,1,Subnational,0
CHI9762,2022-11-28,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI9763,2022-11-28,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9764,2022-11-28,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Valparaiso,San Antonio,Cartagena,-33.5538,-71.6076,1,Subnational,0
CHI9765,2022-11-28,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9767,2022-11-28,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,Marga Marga,Quilpue,-33.0488,-71.4412,1,Subnational,0
CHI9771,2022-12-01,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9772,2022-12-02,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Marga Marga,Quilpue,-33.0488,-71.4412,1,Subnational,0
CHI9776,2022-12-07,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); FENATS: National Federation of Health Workers,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9780,2022-12-07,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Lagos,Llanquihue,Frutillar,-41.1122,-73.0504,1,Subnational,0
CHI9784,2022-12-05,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI9796,2022-12-19,1,Protests,Peaceful protest,Protesters (Chile),ANF: National Association of Prosecutors; Labor Group (Chile); Lawyers (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9797,2022-12-20,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9799,2022-12-20,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Ranco,Futrono,-40.1248,-72.3825,2,Subnational,0
CHI9803,2022-12-21,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9806,2022-12-23,1,Protests,Peaceful protest,Protesters (Chile),AFAS: Association of Officials of the Health Authority; Health Workers (Chile),,,Chile,Magallanes,Magallanes,Punta Arenas,-53.1548,-70.9113,1,International,0
CHI9808,2022-12-26,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9815,2022-12-29,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9816,2022-12-30,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,Cartagena,-33.5538,-71.6076,1,Subnational,0
CHI9818,2022-12-12,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9820,2022-12-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,Antofagasta,Sierra Gorda,-22.8916,-69.3194,1,Subnational,0
CHI9822,2022-12-13,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); FENATS: National Federation of Health Workers,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9824,2022-12-13,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9825,2022-12-14,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); FENATS: National Federation of Health Workers,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9826,2022-12-14,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9829,2022-12-14,2,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9831,2022-12-16,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI8570,2022-04-04,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Chile),,Civilians (Bolivia),,Chile,Arica y Parinacota,Parinacota,Nasahuento,-17.9289,-69.3336,1,Subnational,0
CHI9770,2022-12-01,1,Protests,Peaceful protest,Protesters (Chile),FENATS: National Federation of Health Workers; Health Workers (Chile); Labor Group (Chile); CUT: The Workers' United Center of Chile,,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI8455,2022-01-12,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2018-2022),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI8456,2022-01-13,2,Riots,Mob violence,Rioters (Chile),,Police Forces of Chile (2018-2022),,Chile,Los Rios,Valdivia,Mafil,-39.665,-72.9515,2,Subnational,0
CHI8460,2022-01-19,2,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2018-2022); PPD: Party for Democracy,,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI8502,2022-02-21,1,Protests,Protest with intervention,Protesters (Chile),,Police Forces of Chile (2018-2022),,Chile,Valparaiso,Valparaiso,Placilla,-33.1137,-71.5637,1,Subnational,0
CHI9189,2022-07-22,1,Riots,Mob violence,Rioters (Chile),,Civilians (Chile),Former Government of Chile (2022-); Police Forces of Chile (2022-),Chile,Los Lagos,Osorno,Puyehue,-40.6848,-72.6073,1,Subnational,0
