event_id_cnty,event_date,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,country,admin1,admin2,location,latitude,longitude,geo_precision,source_scale,fatalities
CHI8785,2022-05-05,1,Protests,Peaceful protest,Protesters (Chile),"FETRACALFOR: Federation of Forestry Workers, Drivers and Operators; Labor Group (Chile)",,,Chile,Biobio,Arauco,Los Rios,-37.5555,-73.4174,1,Subnational,0
CHI10003,2022-10-05,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI10022,2022-11-28,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8216,2022-01-13,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8218,2022-01-14,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8297,2022-02-16,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8359,2022-03-08,1,Protests,Peaceful protest,Protesters (Chile),C8M: The 8th of March Feminist Coordinator; Women (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8360,2022-03-08,2,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8368,2022-03-09,2,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2018-2022); Labor Group (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8394,2022-03-15,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Students (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8395,2022-03-16,2,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8434,2022-03-25,1,Protests,Peaceful protest,Protesters (Chile),CONFECH: Confederation of Chilean Students; Students (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8471,2022-01-26,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8479,2022-02-07,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8481,2022-02-08,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8576,2022-04-03,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8580,2022-04-04,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Llanquihue,Pargua,-41.7915,-73.4603,1,Subnational,0
CHI8581,2022-04-04,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8734,2022-04-28,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,National,0
CHI8742,2022-04-29,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,2,Subnational,0
CHI8743,2022-04-29,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8820,2022-05-04,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8822,2022-05-05,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8823,2022-05-06,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8827,2022-05-07,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8914,2022-05-20,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8916,2022-05-21,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8947,2022-05-30,1,Protests,Peaceful protest,Protesters (Chile),FENATS: National Federation of Health Workers; Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8951,2022-05-31,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI8992,2022-06-10,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9002,2022-06-11,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9086,2022-07-08,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Puren,-38.0334,-73.0715,1,Subnational,0
CHI9092,2022-06-22,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile); Students (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9102,2022-07-05,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9110,2022-07-06,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,National,0
CHI9135,2022-07-11,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9163,2022-07-18,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9168,2022-07-19,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9214,2022-08-01,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Teachers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9221,2022-08-02,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Teachers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9263,2022-08-09,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,National,0
CHI9272,2022-08-11,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Teachers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational-National,0
CHI9295,2022-08-16,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9337,2022-08-24,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9354,2022-08-27,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9379,2022-09-02,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Malleco,Puren,-38.0334,-73.0715,2,Subnational,0
CHI9403,2022-09-09,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9413,2022-09-12,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9446,2022-09-27,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9456,2022-09-28,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9513,2022-10-18,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9531,2022-10-18,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9589,2022-11-03,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9621,2022-11-09,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9638,2022-11-13,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Malleco,Puren,-38.0334,-73.0715,1,Subnational,0
CHI9657,2022-11-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9658,2022-11-13,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9659,2022-11-13,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9709,2022-11-19,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9810,2022-12-27,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9830,2022-12-15,1,Protests,Peaceful protest,Protesters (Chile),ANF: National Association of Prosecutors; Labor Group (Chile); Lawyers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9833,2022-12-31,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),Civilians (Chile),Labor Group (Chile),Chile,Los Lagos,Llanquihue,Pargua,-41.7915,-73.4603,1,Subnational,0
CHI9842,2022-12-31,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,2,Subnational,0
CHI9997,2022-10-24,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9999,2022-10-26,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Los Rios,Valdivia,Valdivia,-39.8142,-73.2459,1,Subnational,0
CHI9308,2022-08-18,1,Strategic developments,Looting/property destruction,RKW: Kunko Williche Resistance,,Civilians (Chile),Labor Group (Chile),Chile,Los Rios,Ranco,La Union,-40.2931,-73.0816,2,Subnational-National,0
CHI8244,2022-01-31,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Mapuche Indigenous Group (Chile),Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,1,Subnational-National,1
CHI8325,2022-03-02,1,Violence against civilians,Attack,WAM: Weichan Auka Mapu,,Civilians (Chile),,Chile,Araucania,Cautin,Cajon,-38.6783,-72.5039,2,Subnational,0
CHI8340,2022-03-11,1,Violence against civilians,Attack,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Cajon,-38.6783,-72.5039,1,Subnational,0
CHI8474,2022-01-28,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Police Forces of Chile (2018-2022),Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,1,National,0
CHI8513,2022-03-28,1,Strategic developments,Looting/property destruction,WAM: Weichan Auka Mapu,,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,2,Subnational-National,0
CHI8522,2022-03-29,1,Protests,Peaceful protest,Protesters (Chile),Indigenous Group (Chile),,,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,2,Subnational,0
CHI8554,2022-04-07,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,2,Subnational-National,0
CHI8634,2022-04-20,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI8636,2022-04-15,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile); Women (Chile),Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,2,Subnational,0
CHI8642,2022-04-18,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Tranaquepe,-38.1915,-73.4247,1,Subnational,0
CHI8646,2022-04-20,1,Strategic developments,Looting/property destruction,ATM: Mapuche Territorial Alliance,,Civilians (Chile),,Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,2,Subnational-National,0
CHI8675,2022-05-02,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI8680,2022-04-26,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Casa Piedra,-38.4888,-73.4847,1,National,0
CHI8690,2022-04-25,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI8693,2022-04-26,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Chile),,Civilians (Chile),Fishers (Chile),Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI8852,2022-05-12,1,Battles,Armed clash,RML: Mapuche Lavkenche Resistance,,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational-National,0
CHI8873,2022-05-16,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,1,Subnational,0
CHI8888,2022-05-18,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,2,Subnational,0
CHI8904,2022-05-24,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational-National,0
CHI8969,2022-06-09,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile); Mapuche Indigenous Group (Chile),Chile,Biobio,Arauco,Tranaquepe,-38.1915,-73.4247,1,Subnational,0
CHI8976,2022-06-02,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Araucania,Cautin,Cajon,-38.6783,-72.5039,2,Subnational,0
CHI9074,2022-06-29,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI9078,2022-07-03,1,Battles,Armed clash,Mapuche Indigenous Militia (Chile),,Police Forces of Chile (2022-),,Chile,Araucania,Cautin,Cajon,-38.6783,-72.5039,2,Subnational,0
CHI9080,2022-07-05,1,Protests,Excessive force against protesters,Protesters (Chile),Mapuche Indigenous Group (Chile),Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI9122,2022-07-07,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,2,Subnational,0
CHI9159,2022-07-22,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,2,Subnational,0
CHI9394,2022-09-06,1,Explosions/Remote violence,Remote explosive/landmine/IED,Mapuche Indigenous Militia (Chile),,,,Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,2,Subnational,0
CHI9415,2022-09-10,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Cautin,Niagara,-38.7568,-72.3779,1,Subnational,0
CHI9499,2022-10-14,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,,,Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI9504,2022-10-19,2,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Tranaquepe,-38.1915,-73.4247,1,National,0
CHI9675,2022-11-21,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Fishers (Chile),Chile,Biobio,Arauco,Quidico,-38.2502,-73.4864,1,Subnational,0
CHI9676,2022-11-21,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,1,Subnational,0
CHI9678,2022-11-23,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,1,Subnational,0
CHI9813,2022-12-29,1,Strategic developments,Looting/property destruction,CAM: Coordination Arauco Malleco,,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Arauco,Tirua,-38.3418,-73.4915,1,Subnational,0
CHI10051,2022-10-21,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,Subnational,0
CHI8277,2022-02-11,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,2,National,0
CHI8463,2022-01-25,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,Subnational,0
CHI8606,2022-04-11,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,Subnational,0
CHI8619,2022-04-13,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,Subnational,0
CHI8710,2022-04-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,National,0
CHI8714,2022-04-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,2,Subnational-National,0
CHI8718,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,2,Subnational,0
CHI8842,2022-05-11,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,Subnational,0
CHI9007,2022-06-13,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,National,0
CHI9040,2022-06-22,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,2,National,0
CHI9099,2022-07-04,1,Protests,Peaceful protest,Protesters (Chile),FENATS: National Federation of Health Workers; Health Workers (Chile); Health Workers (Venezuela),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,Subnational,0
CHI9451,2022-09-30,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,2,Subnational,0
CHI9612,2022-11-06,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,National,0
CHI9664,2022-11-21,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Antofagasta,El Loa,Calama,-22.4567,-68.9237,1,National,0
CHI8716,2022-04-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,O'Higgins,Cachapoal,Rancagua,-34.1708,-70.7444,1,National,0
CHI9010,2022-06-13,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,O'Higgins,Cachapoal,Rancagua,-34.1708,-70.7444,1,National,0
CHI9047,2022-06-22,1,Protests,Protest with intervention,Protesters (Chile),Labor Group (Chile),Police Forces of Chile (2022-),,Chile,O'Higgins,Cachapoal,Rancagua,-34.1708,-70.7444,1,National,0
CHI8529,2022-03-29,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Maipo,San Bernardo,-33.5922,-70.6996,1,Subnational-National,0
CHI8590,2022-04-04,1,Riots,Violent demonstration,Rioters (Chile),RML: Mapuche Lavkenche Resistance,,,Chile,Biobio,Arauco,Lebu,-37.6096,-73.6488,1,Subnational-National,0
CHI8930,2022-05-24,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9529,2022-10-18,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9530,2022-10-18,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,1,National,0
CHI9623,2022-11-10,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Araucania,Cautin,Quillem,-38.4642,-72.3863,1,Subnational,0
CHI8342,2022-03-11,1,Strategic developments,Other,Government of Chile (2022-),SC: Social Convergence Party,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,Regional,0
CHI8803,2022-04-26,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Maule,Curico,Curico,-34.9856,-71.2398,1,National,0
CHI9711,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Maule,Curico,Curico,-34.9856,-71.2398,1,National,0
CHI9712,2022-11-24,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Maule,Curico,Teno,-34.8662,-71.1598,1,National,0
CHI9713,2022-11-25,1,Protests,Peaceful protest,Protesters (Chile),Fuerza del Norte Transporters Union; Labor Group (Chile),,,Chile,Maule,Curico,Curico,-34.9856,-71.2398,1,National,0
CHI9152,2022-07-17,1,Strategic developments,Looting/property destruction,CAM: Coordination Arauco Malleco,,Civilians (Chile),Labor Group (Chile),Chile,Los Rios,Valdivia,Lanco,-39.4524,-72.7711,2,Subnational,0
CHI9130,2022-07-09,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Los Lagos,Llanquihue,Aucha,-41.7704,-73.321,1,Subnational,0
CHI8813,2022-05-01,1,Riots,Violent demonstration,Rioters (Chile),CCT: Classist Central of Workers; Civilians (Chile); Journalists (Chile); Labor Group (Chile),Rioters (Chile),Labor Group (Chile); Police Forces of Chile (2022-),Chile,Metropolitana,Santiago,Santiago - Estacion Central,-33.4546,-70.6823,1,Subnational-National,1
CHI8539,2022-03-30,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),Civilians (Chile),Government of Chile (2022-),Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational-National,0
CHI8562,2022-04-06,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Christian Group (Chile),Chile,Biobio,Arauco,Canete,-37.7991,-73.39,1,Subnational,0
CHI8909,2022-05-21,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational,0
CHI8934,2022-05-30,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational,0
CHI8972,2022-06-07,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational,0
CHI9053,2022-06-19,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Los Lagos,Osorno,San Juan de la Costa,-40.5135,-73.4081,2,Subnational,0
CHI9178,2022-07-25,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational,0
CHI9251,2022-08-11,1,Strategic developments,Looting/property destruction,WAM: Weichan Auka Mapu,CAM: Coordination Arauco Malleco,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Arauco,Canete,-37.7991,-73.39,1,National,0
CHI9293,2022-08-16,1,Strategic developments,Looting/property destruction,WAM: Weichan Auka Mapu,,Civilians (Chile),,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational-National,0
CHI9331,2022-08-24,1,Strategic developments,Arrests,Police Forces of Chile (2022-),,CAM: Coordination Arauco Malleco,,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,1,National,0
CHI9384,2022-09-04,1,Strategic developments,Other,Unidentified Armed Group (Chile),,,,Chile,Araucania,Malleco,Pailahueque,-38.1306,-72.3216,1,Subnational,0
CHI9385,2022-09-04,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,2,Subnational,0
CHI9424,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - San Joaquin,-33.4962,-70.6284,1,National,0
CHI9579,2022-10-31,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Arauco,Canete,-37.7991,-73.39,1,Subnational,0
